LotFrontage,Alley,MasVnrType,MasVnrArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageQual,GarageCond,PoolQC,Fence,MiscFeature
80.0,,BrkFace,360.0,TA,TA,No,Unf,Unf,TA,Attchd,1976.0,RFn,TA,TA,,,
,,BrkFace,90.0,TA,TA,No,ALQ,Unf,,Attchd,1978.0,Unf,TA,TA,,GdWo,
65.0,Pave,,0.0,TA,Fa,No,Unf,Unf,Gd,Detchd,1950.0,Unf,TA,TA,,,
79.0,,BrkFace,921.0,Gd,TA,No,Unf,Unf,TA,Attchd,1996.0,RFn,TA,TA,,,
90.0,,,0.0,TA,TA,Mn,Unf,Unf,TA,Detchd,1993.0,Unf,Ex,TA,,GdPrv,
,,BrkCmn,161.0,TA,TA,No,LwQ,Unf,TA,Detchd,1950.0,Unf,TA,TA,,,
51.0,,BrkFace,130.0,Gd,TA,No,ALQ,Unf,TA,Attchd,2007.0,RFn,TA,TA,,,
65.0,,,0.0,Gd,TA,No,Unf,Unf,Gd,Attchd,2005.0,Fin,TA,TA,,,
34.0,,Stone,166.0,Gd,TA,No,GLQ,Unf,Gd,Attchd,2008.0,RFn,TA,TA,,,
86.0,,BrkFace,99.0,Gd,TA,No,GLQ,Unf,Ex,Attchd,1990.0,Unf,TA,TA,,,
60.0,,,0.0,TA,TA,No,ALQ,BLQ,,Detchd,1980.0,RFn,TA,TA,,,
,,BrkFace,88.0,Gd,TA,No,GLQ,Unf,,Attchd,1991.0,RFn,TA,TA,,GdWo,
,,,0.0,Gd,TA,Mn,Unf,Unf,Gd,BuiltIn,1976.0,Fin,TA,TA,,,
78.0,,,0.0,Gd,TA,Mn,BLQ,Unf,Gd,Basment,1934.0,Unf,TA,TA,,,
107.0,,Stone,42.0,Ex,TA,Mn,GLQ,Unf,Gd,Attchd,2004.0,Fin,TA,TA,,,
80.0,,BrkFace,320.0,TA,TA,No,ALQ,Unf,TA,Attchd,1973.0,Unf,TA,TA,,,
78.0,,,0.0,TA,TA,No,Unf,Unf,Gd,Attchd,1948.0,Unf,TA,TA,,,
21.0,,BrkFace,158.0,TA,TA,No,BLQ,Unf,,Detchd,1973.0,Unf,TA,TA,,,
60.0,,,0.0,TA,TA,No,Unf,Unf,,Detchd,1980.0,RFn,TA,TA,,,
58.0,,,0.0,Gd,TA,No,GLQ,Unf,TA,Attchd,2000.0,Fin,TA,TA,,,
62.0,,,0.0,TA,TA,No,BLQ,Unf,,Attchd,1968.0,RFn,TA,TA,,GdWo,Shed
50.0,,,0.0,TA,TA,No,Unf,Unf,Fa,Detchd,1960.0,Unf,TA,TA,,,
60.0,,,0.0,TA,Fa,No,Unf,Unf,Gd,Detchd,1922.0,Unf,TA,Fa,,,
62.0,Pave,,0.0,Gd,TA,No,GLQ,Unf,,Attchd,2004.0,RFn,TA,TA,,,
60.0,Grvl,,0.0,TA,TA,No,Rec,Unf,Gd,Detchd,1970.0,Unf,TA,TA,,,
,,BrkFace,40.0,Gd,TA,Gd,Unf,Unf,TA,Attchd,2003.0,Fin,TA,TA,,,
92.0,,,0.0,Fa,TA,No,Unf,Unf,,Attchd,1986.0,Unf,TA,TA,,MnPrv,
70.0,,,0.0,Gd,Gd,No,Rec,Unf,TA,Detchd,1932.0,Unf,TA,TA,,,
70.0,,,0.0,TA,TA,No,Unf,Unf,,Detchd,1974.0,Unf,TA,TA,,GdWo,
,,,0.0,Gd,TA,No,GLQ,Unf,,Detchd,2000.0,Unf,TA,TA,,,
98.0,,BrkFace,362.0,Ex,TA,Av,GLQ,Unf,TA,Attchd,1994.0,RFn,TA,TA,,,
60.0,Grvl,,0.0,TA,TA,No,Unf,Unf,Po,Detchd,1983.0,Unf,Gd,TA,,,
44.0,,Stone,128.0,Gd,TA,Mn,GLQ,Unf,Gd,Attchd,2010.0,RFn,TA,TA,,,
60.0,,,0.0,TA,TA,No,ALQ,BLQ,,Detchd,1989.0,Unf,TA,TA,,,Shed
60.0,,,0.0,TA,Gd,No,ALQ,Unf,Gd,Detchd,1998.0,Unf,TA,TA,,,
71.0,,BrkFace,153.0,TA,TA,No,BLQ,Unf,,Detchd,1986.0,Unf,TA,TA,,,
94.0,,,0.0,TA,TA,Gd,ALQ,Unf,,Attchd,1963.0,Unf,TA,TA,,,
,,Stone,288.0,TA,TA,Gd,ALQ,Unf,Gd,Attchd,1965.0,Unf,TA,TA,,GdPrv,
95.0,,BrkFace,594.0,Gd,TA,No,GLQ,Unf,TA,Attchd,1996.0,Fin,TA,TA,,,
100.0,Grvl,,0.0,TA,TA,Mn,Unf,Unf,Gd,Detchd,1949.0,Unf,TA,TA,,,
65.0,,BrkFace,98.0,Gd,TA,Av,GLQ,Unf,,Attchd,2004.0,RFn,TA,TA,,,
86.0,,Stone,340.0,Ex,TA,No,GLQ,Unf,Gd,Attchd,2007.0,Fin,TA,TA,,,
60.0,Grvl,,0.0,TA,Fa,No,Unf,Unf,,2Types,1920.0,Unf,Fa,Fa,,,
80.0,,,0.0,Gd,TA,No,Unf,Unf,,Attchd,2003.0,RFn,TA,TA,,,
85.0,,Stone,162.0,Ex,TA,Mn,GLQ,Unf,Gd,Attchd,2009.0,Fin,TA,TA,,,
75.0,,,0.0,TA,TA,No,Unf,Unf,Gd,Detchd,1988.0,Unf,Gd,TA,,,
60.0,,,0.0,TA,TA,Mn,BLQ,Rec,,Detchd,2005.0,Unf,TA,TA,,,
82.0,,BrkFace,340.0,Gd,TA,Av,GLQ,Unf,TA,Attchd,1989.0,Fin,TA,TA,,,
60.0,,,0.0,TA,TA,Mn,Unf,Unf,Po,Detchd,2003.0,Unf,TA,TA,,MnPrv,Shed
30.0,Pave,,0.0,Gd,TA,No,Unf,Unf,,Detchd,2005.0,RFn,TA,TA,,,
80.0,,BrkFace,459.0,Gd,TA,Mn,ALQ,LwQ,TA,Attchd,1977.0,Fin,TA,TA,,,
21.0,,BrkFace,80.0,TA,TA,No,Unf,Unf,,Attchd,1970.0,Unf,TA,TA,,,
34.0,Pave,,0.0,Gd,TA,No,Unf,Unf,,Detchd,2007.0,Unf,TA,TA,,,
100.0,,BrkFace,180.0,TA,TA,No,Rec,BLQ,,Attchd,1964.0,RFn,TA,TA,,,
95.0,,,,Gd,TA,No,Unf,Unf,,Attchd,2007.0,Fin,TA,TA,,,
74.0,,,0.0,TA,TA,No,LwQ,Unf,Gd,Detchd,1939.0,Unf,TA,TA,,,
74.0,,,0.0,TA,TA,No,BLQ,Rec,,Attchd,1956.0,Fin,TA,TA,,,
108.0,,Stone,132.0,Ex,TA,Av,Unf,Unf,Gd,BuiltIn,2004.0,Fin,TA,TA,,,
60.0,,,0.0,TA,TA,No,BLQ,Unf,,Attchd,1965.0,Unf,TA,TA,,,
79.0,,BrkFace,921.0,Gd,TA,No,Unf,Unf,TA,Attchd,1996.0,RFn,TA,TA,,,
85.0,,,0.0,TA,TA,No,ALQ,Unf,,Attchd,1961.0,RFn,TA,TA,,,Shed
,,,0.0,Gd,TA,No,LwQ,Unf,,Attchd,1990.0,Fin,TA,TA,,GdPrv,
52.0,,,0.0,TA,Fa,No,LwQ,Unf,Gd,Detchd,1978.0,Unf,TA,TA,,,
80.0,,,0.0,TA,TA,No,Rec,Unf,,Attchd,1956.0,Unf,TA,TA,,,
70.0,,,0.0,TA,TA,No,ALQ,Unf,Po,,,,,,,,
,,BrkFace,180.0,Gd,TA,No,ALQ,Unf,Gd,Detchd,1957.0,Unf,TA,TA,,,
,,,0.0,TA,TA,No,ALQ,Unf,,Detchd,1963.0,Unf,TA,TA,,,
,,,0.0,TA,TA,No,Rec,LwQ,Gd,Attchd,1967.0,Unf,TA,TA,,,
,,BrkFace,90.0,TA,TA,No,ALQ,Unf,,Attchd,1978.0,Unf,TA,TA,,GdWo,
79.0,,,0.0,Gd,TA,Gd,GLQ,Unf,,Attchd,1997.0,RFn,TA,TA,,,Shed
,,,0.0,Gd,TA,No,ALQ,Unf,TA,Attchd,1977.0,RFn,TA,TA,,,
24.0,Pave,BrkFace,360.0,Gd,TA,No,ALQ,Unf,,Detchd,1999.0,Unf,TA,TA,,,
56.0,,BrkFace,870.0,Ex,TA,No,GLQ,Unf,Ex,Attchd,2006.0,Fin,TA,TA,,,
24.0,,Stone,50.0,Gd,TA,No,Unf,Unf,,Detchd,2004.0,Unf,TA,TA,,,
60.0,,,0.0,Gd,TA,No,BLQ,Unf,,Attchd,1996.0,Unf,TA,TA,,,
67.0,,,0.0,TA,TA,No,Rec,Unf,,,,,,,,,
,,,0.0,Gd,TA,Mn,Unf,Unf,Gd,BuiltIn,1976.0,Fin,TA,TA,,,
59.0,,BrkFace,338.0,Gd,TA,No,GLQ,Unf,TA,Attchd,1996.0,Fin,TA,TA,,,
44.0,,BrkFace,223.0,Gd,TA,No,GLQ,Unf,TA,Attchd,2003.0,RFn,TA,TA,,,
48.0,,BrkFace,171.0,Gd,TA,Av,BLQ,GLQ,TA,Attchd,2003.0,Fin,TA,TA,,,
,,BrkFace,116.0,TA,TA,No,LwQ,BLQ,Po,Attchd,1962.0,Unf,TA,TA,,,
60.0,,,0.0,TA,TA,No,Unf,Unf,,Detchd,1971.0,Unf,TA,TA,,,
83.0,,,0.0,Gd,TA,Mn,GLQ,Unf,,Attchd,2009.0,RFn,TA,TA,,,
60.0,,,0.0,Gd,Gd,No,ALQ,BLQ,,Detchd,1971.0,RFn,TA,TA,,MnPrv,
65.0,,,0.0,TA,TA,No,Unf,Unf,,Detchd,1967.0,Unf,TA,TA,,,
70.0,,,0.0,TA,TA,No,Rec,Unf,,,,,,,,,
90.0,,,0.0,Gd,TA,Mn,GLQ,Unf,TA,Attchd,1990.0,Unf,TA,TA,,,
50.0,,,0.0,TA,TA,No,ALQ,Unf,Gd,Detchd,1950.0,Unf,TA,TA,,,
85.0,,Stone,226.0,Gd,TA,Gd,GLQ,Unf,Gd,Attchd,2003.0,Fin,TA,TA,,,
34.0,,Stone,166.0,Gd,TA,No,GLQ,Unf,Gd,Attchd,2008.0,RFn,TA,TA,,,
61.0,,Stone,270.0,Ex,TA,Gd,Unf,Unf,Gd,Attchd,2008.0,RFn,TA,TA,,,
63.0,,,0.0,TA,TA,No,Unf,Unf,,Attchd,1940.0,Unf,Fa,TA,,,
70.0,,,0.0,TA,TA,No,Rec,BLQ,,Detchd,1980.0,Unf,TA,TA,,,
,,BrkFace,57.0,TA,TA,No,Rec,Unf,,Detchd,1963.0,Unf,TA,TA,,,
85.0,,,0.0,TA,TA,No,ALQ,Unf,,Basment,1920.0,Unf,Fa,TA,,,Shed
70.0,,,0.0,TA,TA,No,ALQ,Rec,Gd,Attchd,1957.0,RFn,TA,TA,,,
124.0,,BrkFace,84.0,TA,TA,Av,ALQ,Unf,Gd,Basment,1959.0,RFn,TA,TA,,GdPrv,
75.0,,BrkFace,768.0,Ex,TA,No,Unf,Unf,Gd,Attchd,2003.0,RFn,TA,TA,,,
120.0,,BrkFace,216.0,Fa,Fa,No,Unf,Unf,TA,Attchd,1968.0,RFn,TA,TA,,,
60.0,,,0.0,Gd,TA,No,GLQ,Unf,,,,,,,,,
,,BrkFace,479.0,Gd,TA,Av,GLQ,Unf,TA,Attchd,2001.0,RFn,TA,TA,,MnPrv,Shed
60.0,,,0.0,TA,Gd,No,GLQ,Unf,,Detchd,1985.0,Fin,TA,TA,,,
34.0,,BrkFace,182.0,Gd,TA,Av,GLQ,LwQ,,Attchd,1998.0,Fin,TA,TA,,,
130.0,,,0.0,TA,Fa,No,Rec,Unf,TA,Detchd,1940.0,Unf,TA,TA,,,
76.0,,,0.0,Gd,TA,No,Unf,Unf,Po,Detchd,1999.0,Unf,TA,TA,,MnPrv,
,,BrkFace,731.0,Gd,TA,Mn,GLQ,Unf,TA,Attchd,1998.0,Fin,TA,TA,,,
,,BrkFace,541.0,TA,TA,No,GLQ,Rec,Gd,Basment,1958.0,RFn,TA,TA,,,
78.0,,BrkFace,180.0,TA,TA,No,BLQ,Unf,,Attchd,1958.0,Unf,TA,TA,,GdWo,
,,,0.0,Gd,TA,Gd,GLQ,Unf,TA,Detchd,1979.0,Unf,TA,TA,,,
55.0,,,0.0,Gd,TA,No,Unf,Unf,TA,Attchd,1979.0,Unf,TA,TA,,,
85.0,,BrkFace,104.0,TA,TA,No,ALQ,BLQ,,Attchd,1989.0,Unf,TA,TA,,GdWo,
41.0,,,0.0,Gd,TA,Mn,GLQ,Unf,,Attchd,2001.0,Fin,TA,TA,,,
21.0,,BrkFace,510.0,TA,TA,No,ALQ,Unf,,Detchd,1972.0,Unf,TA,TA,,,
51.0,,,0.0,TA,TA,No,Unf,Unf,TA,Detchd,1931.0,Unf,Fa,TA,,,
138.0,,,0.0,TA,TA,No,Rec,BLQ,Gd,,,,,,,MnPrv,
80.0,,BrkFace,263.0,TA,TA,No,Rec,BLQ,,Attchd,1969.0,Fin,TA,TA,,GdWo,
,,BrkFace,216.0,Gd,TA,No,GLQ,Unf,,Detchd,2000.0,Unf,TA,TA,,,
50.0,,,0.0,TA,TA,No,Unf,Unf,,Detchd,1999.0,Unf,TA,TA,,,
33.0,,,0.0,TA,TA,No,Unf,Unf,,,,,,,,,
,,BrkFace,170.0,Gd,TA,Av,GLQ,Unf,,Attchd,2003.0,Fin,TA,TA,,,
70.0,,,1.0,TA,TA,No,Rec,Unf,,Attchd,1958.0,RFn,TA,TA,,,
70.0,,,0.0,Gd,TA,Av,ALQ,Unf,TA,Attchd,1997.0,RFn,TA,TA,,,
81.0,,BrkFace,448.0,Gd,TA,No,GLQ,Unf,TA,Attchd,1994.0,RFn,TA,TA,,,
34.0,,Stone,108.0,Gd,Gd,Mn,GLQ,Unf,Gd,Attchd,2006.0,RFn,TA,TA,,,
,,BrkFace,178.0,Gd,TA,Gd,Unf,Unf,TA,Attchd,2001.0,RFn,TA,TA,,,
80.0,,BrkFace,473.0,Gd,TA,No,GLQ,Unf,TA,Attchd,1998.0,Fin,TA,TA,,,
63.0,,,0.0,TA,TA,No,Unf,Unf,,Attchd,1940.0,Unf,Fa,TA,,,
100.0,,BrkFace,180.0,TA,TA,No,Rec,BLQ,,Attchd,1964.0,RFn,TA,TA,,,
100.0,,BrkFace,180.0,TA,TA,No,Rec,BLQ,,Attchd,1964.0,RFn,TA,TA,,,
,,BrkFace,149.0,Gd,TA,No,Unf,Unf,Gd,Attchd,2002.0,RFn,TA,TA,,,
74.0,,,0.0,TA,TA,Av,Unf,Unf,,Attchd,1953.0,Unf,TA,TA,,GdWo,
84.0,,,0.0,TA,Gd,Av,ALQ,Unf,Gd,Attchd,1950.0,Unf,TA,TA,,MnPrv,
78.0,,Stone,194.0,Gd,TA,No,Unf,Unf,Gd,Attchd,2008.0,Fin,TA,TA,,,
77.0,,,0.0,Gd,TA,Av,ALQ,LwQ,TA,Attchd,1975.0,RFn,TA,TA,,,
70.0,,,0.0,TA,TA,No,Rec,Unf,,Detchd,1977.0,Fin,TA,TA,,,
,,BrkFace,31.0,TA,TA,No,BLQ,Unf,,Detchd,1970.0,Unf,TA,TA,,MnPrv,
34.0,,BrkFace,182.0,Gd,TA,Av,GLQ,LwQ,,Attchd,1998.0,Fin,TA,TA,,,
,,,0.0,Gd,TA,Mn,GLQ,Unf,Gd,Attchd,1996.0,Unf,TA,TA,,,
74.0,,,0.0,Gd,TA,Av,Unf,Unf,,Attchd,2006.0,RFn,TA,TA,,,
71.0,,,0.0,TA,TA,No,Rec,Unf,,Detchd,2000.0,Unf,TA,TA,,MnPrv,
70.0,,BrkFace,109.0,Gd,TA,Av,GLQ,Unf,,Attchd,2004.0,RFn,TA,TA,,,
96.0,,BrkFace,651.0,Gd,TA,Gd,GLQ,Unf,TA,Attchd,1993.0,RFn,TA,TA,,,
34.0,,Stone,166.0,Gd,TA,No,GLQ,Unf,Gd,Attchd,2008.0,RFn,TA,TA,,,
,,BrkFace,340.0,,,,,,,Detchd,1949.0,Unf,TA,TA,,,
114.0,,,0.0,Gd,TA,Mn,GLQ,Unf,TA,Attchd,1990.0,Fin,TA,TA,,,
80.0,,BrkFace,168.0,TA,TA,No,Unf,Unf,,Attchd,1969.0,Unf,TA,TA,,,
85.0,,Stone,410.0,Gd,Gd,Av,Unf,Unf,Gd,Attchd,2006.0,RFn,TA,TA,,,
,,BrkFace,336.0,Ex,TA,No,GLQ,Unf,Ex,Attchd,1990.0,RFn,Gd,Gd,,,
76.0,,Stone,140.0,Gd,TA,Av,Unf,Unf,,Attchd,2007.0,Fin,TA,TA,,,
77.0,,,0.0,Gd,TA,Av,ALQ,LwQ,TA,Attchd,1975.0,RFn,TA,TA,,,
60.0,Pave,,0.0,Gd,Gd,No,Unf,Unf,Gd,Attchd,2006.0,RFn,TA,TA,,,
48.0,,Stone,94.0,Gd,TA,No,Unf,Unf,Gd,Attchd,2005.0,RFn,TA,TA,,,
,,BrkFace,289.0,TA,TA,No,GLQ,Unf,,Attchd,1976.0,RFn,TA,TA,,,
85.0,,,0.0,Gd,TA,No,Unf,Unf,Gd,Attchd,2005.0,Fin,TA,TA,,,
,,BrkFace,151.0,TA,TA,No,ALQ,Unf,,Attchd,1955.0,Unf,TA,TA,,,
,,,0.0,Gd,TA,No,Unf,Unf,,Attchd,2003.0,Fin,TA,TA,,,
,,BrkFace,106.0,Gd,TA,No,GLQ,Unf,,Attchd,1992.0,RFn,TA,TA,,,
60.0,,BrkFace,246.0,Ex,TA,No,GLQ,Unf,Gd,Attchd,2005.0,Fin,TA,TA,,,
110.0,,,0.0,Gd,TA,Gd,LwQ,GLQ,,CarPort,1963.0,Unf,TA,TA,,,
60.0,Grvl,,0.0,TA,Fa,No,Unf,Unf,,2Types,1920.0,Unf,Fa,Fa,,,
51.0,,,0.0,TA,TA,No,Rec,Unf,,Detchd,1925.0,Unf,TA,TA,,MnPrv,Shed
63.0,,,0.0,TA,TA,No,Unf,Unf,,Attchd,1940.0,Unf,Fa,TA,,,
,,,0.0,TA,TA,Av,ALQ,Unf,,Detchd,2002.0,Unf,TA,TA,,,
100.0,,BrkFace,75.0,,,,,,TA,Attchd,1960.0,Unf,TA,TA,,GdPrv,
69.0,,,0.0,TA,TA,No,Rec,Unf,TA,Attchd,1957.0,Fin,TA,TA,,MnWw,
64.0,,,0.0,Gd,TA,No,GLQ,Unf,,Attchd,2004.0,RFn,TA,TA,,,
21.0,,BrkFace,408.0,TA,Fa,No,BLQ,Unf,,Detchd,1973.0,Unf,TA,TA,,,
70.0,,,0.0,TA,TA,No,ALQ,Unf,,Detchd,1994.0,Unf,TA,TA,,,
70.0,,,0.0,Gd,TA,Gd,GLQ,Unf,,,,,,,,,
89.0,,BrkFace,80.0,Gd,TA,Gd,Unf,Unf,Gd,Attchd,2007.0,Fin,TA,TA,,,
,,BrkFace,153.0,Gd,TA,No,GLQ,Unf,,Attchd,1977.0,Fin,TA,TA,,MnPrv,Shed
,,,0.0,TA,TA,No,ALQ,Unf,,Detchd,1979.0,Unf,TA,TA,,,
70.0,,,0.0,TA,TA,No,BLQ,Rec,,Detchd,1965.0,Unf,TA,TA,,GdWo,
,,,0.0,Gd,TA,Av,GLQ,Unf,Fa,Attchd,1992.0,Fin,TA,TA,,,
60.0,,,0.0,TA,TA,No,Unf,Unf,,,,,,,,,
85.0,,Stone,119.0,Gd,TA,No,ALQ,Rec,TA,Attchd,1978.0,Unf,TA,TA,,MnPrv,
66.0,,,0.0,TA,TA,No,BLQ,Unf,,Attchd,1953.0,Unf,TA,TA,,,
,,,,Gd,TA,No,GLQ,Unf,TA,BuiltIn,2002.0,Fin,TA,TA,,,
96.0,,Stone,230.0,Ex,TA,Gd,GLQ,Unf,Gd,Attchd,2008.0,Fin,TA,TA,,,
,,BrkFace,731.0,Gd,TA,Mn,GLQ,Unf,TA,Attchd,1998.0,Fin,TA,TA,,,
60.0,,,0.0,TA,TA,No,Unf,Unf,,Detchd,1971.0,Unf,TA,TA,,,
,,,0.0,TA,TA,Av,ALQ,Unf,,Detchd,2002.0,Unf,TA,TA,,,
80.0,,BrkFace,148.0,TA,TA,Mn,ALQ,Unf,,Attchd,1963.0,RFn,TA,TA,,MnPrv,
79.0,,,0.0,TA,TA,No,BLQ,LwQ,,Attchd,1953.0,Unf,TA,TA,,GdWo,
60.0,Grvl,,0.0,Fa,TA,No,Unf,Unf,,Detchd,1954.0,Unf,Fa,Fa,,,Shed
,,,0.0,Gd,TA,Av,GLQ,Unf,Fa,Attchd,1992.0,Fin,TA,TA,,,
76.0,,,0.0,Gd,TA,No,GLQ,Unf,,BuiltIn,2004.0,RFn,TA,TA,,,
,,,0.0,Gd,TA,No,Unf,Unf,,Attchd,1987.0,RFn,TA,TA,,,
50.0,,,0.0,TA,TA,No,LwQ,ALQ,,Detchd,1974.0,Unf,TA,TA,,,
,,,0.0,TA,TA,Mn,Unf,Unf,TA,Attchd,1940.0,Unf,TA,TA,,,
35.0,,BrkFace,218.0,Gd,TA,No,GLQ,Unf,,Detchd,1999.0,Unf,TA,TA,,,
64.0,,,0.0,Gd,TA,No,Rec,Unf,,Attchd,2003.0,RFn,TA,TA,,,
54.0,,BrkFace,72.0,Gd,Gd,No,GLQ,LwQ,TA,Attchd,1987.0,Unf,TA,TA,,,
65.0,,,0.0,TA,TA,Gd,GLQ,Unf,Gd,Attchd,1968.0,Unf,TA,TA,,,
80.0,,Stone,246.0,Gd,TA,No,GLQ,Unf,,Attchd,2004.0,Fin,TA,TA,,,
43.0,,Stone,240.0,Gd,TA,Av,GLQ,Unf,Gd,Attchd,2005.0,RFn,TA,TA,,,
,,,0.0,TA,TA,No,ALQ,Unf,,Detchd,1962.0,Unf,TA,TA,,,
60.0,Grvl,,0.0,TA,TA,No,Unf,Unf,,Detchd,1998.0,Unf,TA,TA,,MnPrv,
98.0,,,0.0,TA,TA,No,BLQ,Unf,Gd,Detchd,1972.0,Unf,TA,TA,,,
104.0,,Stone,860.0,Ex,TA,No,Unf,Unf,Gd,BuiltIn,2009.0,Fin,TA,TA,,,
75.0,,BrkFace,105.0,TA,TA,Gd,ALQ,Unf,,Attchd,1958.0,RFn,TA,TA,,,
98.0,,BrkFace,378.0,Ex,TA,Gd,GLQ,Unf,Gd,Attchd,2004.0,Fin,TA,TA,,,
,,,0.0,Gd,TA,Mn,BLQ,Unf,Gd,Attchd,1954.0,Unf,TA,TA,,GdPrv,
116.0,,BrkFace,246.0,Gd,TA,No,ALQ,Unf,TA,Attchd,1990.0,RFn,TA,TA,,,
41.0,,,0.0,TA,TA,No,ALQ,Rec,TA,Attchd,1977.0,RFn,TA,TA,,,
72.0,,BrkFace,120.0,TA,TA,No,BLQ,Unf,,Attchd,1956.0,Unf,TA,TA,,,
75.0,,BrkFace,202.0,Gd,TA,Av,ALQ,Unf,TA,Attchd,1998.0,Fin,TA,TA,,,
100.0,,,0.0,Gd,TA,No,GLQ,Unf,Gd,Attchd,2004.0,RFn,TA,TA,,GdWo,
55.0,,,0.0,TA,TA,No,Unf,Unf,,,,,,,,GdWo,Shed
75.0,,Stone,186.0,Ex,TA,Av,GLQ,Unf,Gd,Attchd,2004.0,RFn,TA,TA,,,
65.0,,,0.0,Gd,TA,Av,Unf,Unf,Gd,Attchd,2007.0,Fin,TA,TA,,,
70.0,,,0.0,TA,TA,No,BLQ,LwQ,,Detchd,1964.0,Unf,TA,TA,,,
66.0,Pave,,0.0,TA,TA,Mn,Unf,Unf,,Detchd,1964.0,RFn,TA,TA,,,
80.0,,BrkFace,237.0,TA,TA,No,Unf,Unf,Gd,Attchd,1962.0,RFn,TA,TA,,GdPrv,
98.0,,Stone,248.0,Gd,TA,No,Unf,Unf,Gd,Attchd,2006.0,RFn,TA,TA,,,
128.0,,BrkFace,90.0,TA,TA,No,BLQ,Unf,TA,Attchd,1953.0,RFn,TA,TA,,,
50.0,,,0.0,Fa,TA,No,Unf,Unf,,Attchd,1938.0,Unf,TA,TA,,,
130.0,,Stone,762.0,Ex,TA,Gd,GLQ,Unf,Gd,BuiltIn,2007.0,Fin,TA,TA,,,
82.0,,BrkFace,70.0,TA,TA,No,Unf,Unf,,2Types,1989.0,Unf,TA,TA,,,
32.0,,BrkFace,320.0,Ex,TA,No,GLQ,Unf,,Attchd,1998.0,Fin,TA,TA,,,
153.0,Grvl,,0.0,TA,TA,No,Unf,Unf,,,,,,,,,
90.0,,,0.0,TA,TA,Mn,Unf,Unf,TA,Detchd,1993.0,Unf,Ex,TA,,GdPrv,
84.0,,,0.0,Gd,TA,Av,GLQ,Unf,,Attchd,2006.0,RFn,TA,TA,,,
,,BrkFace,75.0,TA,TA,No,GLQ,Unf,,Attchd,1967.0,Unf,TA,TA,,MnPrv,
66.0,,,0.0,Gd,TA,Mn,Unf,Unf,Gd,Detchd,1955.0,Fin,TA,TA,,,
120.0,,,0.0,TA,TA,No,Rec,Unf,TA,Basment,1935.0,Unf,TA,TA,,,
24.0,,,0.0,Gd,TA,No,ALQ,Unf,TA,Detchd,1976.0,Unf,TA,TA,,,
80.0,,BrkFace,361.0,TA,TA,No,Rec,Unf,,Detchd,1960.0,Unf,TA,TA,,,
52.0,,,0.0,TA,TA,No,Unf,Unf,Gd,Detchd,1930.0,Unf,TA,TA,,,
,,,0.0,TA,TA,No,LwQ,BLQ,Gd,Attchd,1955.0,Fin,TA,TA,,GdWo,
24.0,,,0.0,Gd,TA,No,ALQ,Unf,TA,Attchd,1978.0,Unf,TA,TA,,,
,,,0.0,Gd,TA,Av,BLQ,ALQ,,Attchd,1983.0,Unf,TA,TA,,MnPrv,
66.0,Pave,,0.0,TA,TA,Mn,Unf,Unf,,Detchd,1964.0,RFn,TA,TA,,,
80.0,,,0.0,Gd,TA,No,Unf,Unf,,Attchd,2003.0,RFn,TA,TA,,,
50.0,Grvl,,0.0,TA,TA,No,ALQ,Unf,,Detchd,1936.0,Unf,TA,TA,,,
63.0,,Stone,748.0,Ex,TA,No,GLQ,Unf,Gd,Attchd,2009.0,Fin,TA,TA,,,
,,,0.0,Gd,TA,No,Unf,Unf,TA,Attchd,1998.0,Fin,TA,TA,,,
,,,0.0,Gd,TA,No,ALQ,Unf,TA,Attchd,1977.0,RFn,TA,TA,,,
60.0,,,0.0,TA,Fa,Mn,Rec,Unf,Gd,Detchd,1900.0,Unf,TA,TA,,,
88.0,,,0.0,TA,TA,Av,ALQ,Unf,,Detchd,1987.0,Unf,TA,TA,,MnPrv,Shed
75.0,,,0.0,Gd,TA,No,Unf,Unf,Gd,BuiltIn,2003.0,Fin,TA,TA,,,
34.0,Pave,,0.0,Gd,TA,No,Unf,Unf,,Detchd,2007.0,Unf,TA,TA,,,
60.0,,,0.0,TA,TA,Av,ALQ,Unf,,Detchd,1989.0,Unf,TA,TA,,,
60.0,,,0.0,TA,TA,No,Rec,Unf,TA,Detchd,1956.0,Unf,TA,TA,,,
,,,0.0,,,,,,TA,Attchd,1979.0,Unf,TA,TA,,,
78.0,,BrkFace,90.0,Gd,TA,Gd,GLQ,Unf,,Attchd,1977.0,Unf,TA,TA,,,
65.0,,BrkFace,766.0,Ex,TA,No,GLQ,Unf,Gd,Attchd,2008.0,Fin,TA,TA,,,
92.0,,Stone,186.0,Gd,TA,No,Unf,Unf,,Attchd,2008.0,RFn,TA,TA,,,
36.0,,,0.0,TA,TA,Av,BLQ,Unf,Fa,Attchd,1972.0,Unf,TA,TA,,,
80.0,,BrkFace,172.0,Gd,TA,No,GLQ,Unf,TA,Attchd,2001.0,RFn,TA,TA,,,
93.0,,BrkFace,650.0,Gd,TA,No,Unf,Unf,TA,BuiltIn,1998.0,Fin,TA,TA,,,
73.0,,BrkFace,228.0,Gd,TA,Av,Unf,Unf,,Attchd,2005.0,RFn,TA,TA,,,
